id,commune_name,commune_name_ascii,daira_name,daira_name_ascii,wilaya_code,wilaya_name,wilaya_name_ascii,osm_id
858,بلخير,Belkheir,قلعة بوصبع,Guelaat Bousbaa,24,قالمة,Guelma,6674817
859,بن جراح,Bendjarah,قالمة,Guelma,24,قالمة,Guelma,6537625
860,بني مزلين,Beni Mezline,قلعة بوصبع,Guelaat Bousbaa,24,قالمة,Guelma,6537626
861,برج صباط,Bordj Sabath,وادي الزناتي,Oued Zenati,24,قالمة,Guelma,6537627
862,بوحشانة,Bou Hachana,خزارة,Khezaras,24,قالمة,Guelma,6537630
863,بوحمدان,Bou Hamdane,حمام دباغ,Hammam Debagh,24,قالمة,Guelma,6537631
864,بوعاتي محمود,Bouati Mahmoud,هيليوبوليس,Heliopolis,24,قالمة,Guelma,6537628
865,بوشقوف,Bouchegouf,بوشقوف,Bouchegouf,24,قالمة,Guelma,6537629
866,بومهرة أحمد,Boumahra Ahmed,قلعة بوصبع,Guelaat Bousbaa,24,قالمة,Guelma,6537632
867,الدهوارة,Dahouara,حمام النبايل,Hammam N'bails,24,قالمة,Guelma,6537633
868,جبالة الخميسي,Djeballah Khemissi,قلعة بوصبع,Guelaat Bousbaa,24,قالمة,Guelma,6537634
869,الفجوج,El Fedjoudj,هيليوبوليس,Heliopolis,24,قالمة,Guelma,6537635
870,قلعة بوصبع,Guelaat Bou Sbaa,قلعة بوصبع,Guelaat Bousbaa,24,قالمة,Guelma,6537636
871,قالمة,Guelma,قالمة,Guelma,24,قالمة,Guelma,6537637
872,حمام دباغ,Hammam Debagh,حمام دباغ,Hammam Debagh,24,قالمة,Guelma,6537638
873,حمام النبايل,Hammam N'bail,حمام النبايل,Hammam N'bails,24,قالمة,Guelma,6537639
874,هيليوبوليس,Heliopolis,هيليوبوليس,Heliopolis,24,قالمة,Guelma,6537640
875,نشماية,Nechmaya,قلعة بوصبع,Guelaat Bousbaa,24,قالمة,Guelma,6537644
876,لخزارة,Khezaras,خزارة,Khezaras,24,قالمة,Guelma,6537641
877,مجاز عمار,Medjez Amar,عين حساينية,Ain Hessainia,24,قالمة,Guelma,6537642
878,مجاز الصفاء,Medjez Sfa,بوشقوف,Bouchegouf,24,قالمة,Guelma,6537643
879,هواري بومدين,Houari Boumedienne,عين حساينية,Ain Hessainia,24,قالمة,Guelma,6674818
880,وادي الشحم,Oued Cheham,حمام النبايل,Hammam N'bails,24,قالمة,Guelma,6674824
881,وادي فراغة,Oued Ferragha,بوشقوف,Bouchegouf,24,قالمة,Guelma,6537645
882,وادي الزناتي,Oued Zenati,وادي الزناتي,Oued Zenati,24,قالمة,Guelma,6537646
883,رأس العقبة,Ras El Agba,عين حساينية,Ain Hessainia,24,قالمة,Guelma,6537647
884,الركنية,Roknia,حمام دباغ,Hammam Debagh,24,قالمة,Guelma,6537648
885,سلاوة عنونة,Sellaoua Announa,عين حساينية,Ain Hessainia,24,قالمة,Guelma,6537649
886,تاملوكة,Tamlouka,عين مخلوف,Ain Makhlouf,24,قالمة,Guelma,6537650
887,عين عبيد,Ain Abid,عين عبيد,Ain Abid,25,قسنطينة,Constantine,4437624
888,عين السمارة,Ain Smara,الخروب,El Khroub,25,قسنطينة,Constantine,4434146
889,أبن باديس الهرية,Ben Badis,عين عبيد,Ain Abid,25,قسنطينة,Constantine,4437665
890,بني حميدان,Beni Hamidane,زيغود يوسف,Zighoud Youcef,25,قسنطينة,Constantine,4437758
891,قسنطينة,Constantine,قسنطينة,Constantine,25,قسنطينة,Constantine,2245418
892,ديدوش مراد,Didouche Mourad,حامة بوزيان,Hamma Bouziane,25,قسنطينة,Constantine,4437720
893,الخروب,El Khroub,الخروب,El Khroub,25,قسنطينة,Constantine,4437507
894,حامة بوزيان,Hamma Bouziane,حامة بوزيان,Hamma Bouziane,25,قسنطينة,Constantine,4434597
895,ابن زياد,Ibn Ziad,ابن زياد,Ibn Ziad,25,قسنطينة,Constantine,4437296
896,بوجريو مسعود,Messaoud Boudjeriou,ابن زياد,Ibn Ziad,25,قسنطينة,Constantine,4437319
897,أولاد رحمون,Ouled Rahmoun,الخروب,El Khroub,25,قسنطينة,Constantine,4437575
898,زيغود يوسف,Zighoud Youcef,زيغود يوسف,Zighoud Youcef,25,قسنطينة,Constantine,4437759
899,عين بوسيف,Ain Boucif,عين بوسيف,Ain Boucif,26,المدية,Médéa,2903605
900,عين اقصير,Ain Ouksir,شلالة العذاورة,Chellalat El Adhaoura,26,المدية,Médéa,2897101
901,العيساوية,Aissaouia,تابلاط,Tablat,26,المدية,Médéa,2962879
902,عزيز,Aziz,عزيز,Aziz,26,المدية,Médéa,2433890
903,بعطة,Baata,العمارية,El Omaria,26,المدية,Médéa,2590266
904,بن شكاو,Ben Chicao,وزرة,Ouzera,26,المدية,Médéa,2584955
905,بني سليمان,Beni Slimane,بني سليمان,Beni Slimane,26,المدية,Médéa,2914517
906,البرواقية,Berrouaghia,البرواقية,Berrouaghia,26,المدية,Médéa,2537784
907,بئر بن عابد,Bir Ben Laabed,القلب الكبير,Guelb El Kebir,26,المدية,Médéa,2920923
908,بوغار,Boghar,أولاد عنتر,Ouled Antar,26,المدية,Médéa,2523191
909,بوعيش,Bouaiche,الشهبونية,Chahbounia,26,المدية,Médéa,2433345
910,بوعيشون,Bouaichoune,سي المحجوب,Si Mahdjoub,26,المدية,Médéa,2548192
911,بوشراحيل,Bouchrahil,سيدي نعمان,Sidi Naamane,26,المدية,Médéa,2964918
912,بوغزول,Boughzoul,الشهبونية,Chahbounia,26,المدية,Médéa,2435706
913,بوسكن,Bouskene,بني سليمان,Beni Slimane,26,المدية,Médéa,2914188
914,الشهبونية,Chabounia,الشهبونية,Chahbounia,26,المدية,Médéa,2432880
915,شلالة العذاورة,Chelalet El Adhaoura,شلالة العذاورة,Chellalat El Adhaoura,26,المدية,Médéa,2897130
916,شنيقل,Cheniguel,شلالة العذاورة,Chellalat El Adhaoura,26,المدية,Médéa,4463370
917,دراق,Derrag,عزيز,Aziz,26,المدية,Médéa,2434897
918,جواب,Djouab,السواقي,Souaghi,26,المدية,Médéa,2897143
919,ذراع السمار,Draa Esmar,المدية,Medea,26,المدية,Médéa,2562899
920,العزيزية,El Azizia,العزيزية,El Azizia,26,المدية,Médéa,2924481
921,القلب الكبير,El Guelbelkebir,القلب الكبير,Guelb El Kebir,26,المدية,Médéa,2915512
922,الحمدانية,El Hamdania,وزرة,Ouzera,26,المدية,Médéa,2571726
923,الحوضان,El Haoudane,تابلاط,Tablat,26,المدية,Médéa,572565332
924,العمارية,El Omaria,العمارية,El Omaria,26,المدية,Médéa,2588517
925,العوينات,El Ouinet,عين بوسيف,Ain Boucif,26,المدية,Médéa,2907855
926,حناشة,Hannacha,عوامري,Ouamri,26,المدية,Médéa,2561252
927,الكاف الاخضر,Kef Lakhdar,عين بوسيف,Ain Boucif,26,المدية,Médéa,2901631
928,خمس جوامع,Khams Djouamaa,سيدي نعمان,Sidi Naamane,26,المدية,Médéa,2592263
929,قصر البخاري,Ksar El Boukhari,قصر البخاري,Ksar El Boukhari,26,المدية,Médéa,2523204
930,مغراوة,Maghraoua,العزيزية,El Azizia,26,المدية,Médéa,2930390
931,المدية,Medea,المدية,Medea,26,المدية,Médéa,2563082
932,مجبر,Medjebar,سغوان,Seghouane,26,المدية,Médéa,2525423
933,مزغنة,Mezerana,تابلاط,Tablat,26,المدية,Médéa,2947376
934,مفاتحة,M'fatha,قصر البخاري,Ksar El Boukhari,26,المدية,Médéa,6774284249
935,ميهوب,Mihoub,العزيزية,El Azizia,26,المدية,Médéa,2938025
936,عوامري,Ouamri,عوامري,Ouamri,26,المدية,Médéa,2561384
937,وادي حربيل,Oued Harbil,عوامري,Ouamri,26,المدية,Médéa,2562272
938,أولاد عنتر,Ouled Antar,أولاد عنتر,Ouled Antar,26,المدية,Médéa,2522974
939,أولاد بوعشرة,Ouled Bouachra,سي المحجوب,Si Mahdjoub,26,المدية,Médéa,2540223
940,أولاد إبراهيم,Ouled Brahim,العمارية,El Omaria,26,المدية,Médéa,2587075
941,أولاد دايد,Ouled Deid,البرواقية,Berrouaghia,26,المدية,Médéa,2594929
942,أولاد امعرف,Ouled Emaaraf,عين بوسيف,Ain Boucif,26,المدية,Médéa,2907908
943,أولاد هلال,Ouled Hellal,أولاد عنتر,Ouled Antar,26,المدية,Médéa,2518403
944,أم الجليل,Oum El Djellil,عزيز,Aziz,26,المدية,Médéa,2437644
945,وزرة,Ouzera,وزرة,Ouzera,26,المدية,Médéa,2586879
946,الربعية,Rebaia,البرواقية,Berrouaghia,26,المدية,Médéa,2900032
947,السانق,Saneg,قصر البخاري,Ksar El Boukhari,26,المدية,Médéa,2525173
948,سدراية,Sedraya,القلب الكبير,Guelb El Kebir,26,المدية,Médéa,2922524
949,سغوان,Seghouane,سغوان,Seghouane,26,المدية,Médéa,2528015
950,سي المحجوب,Si Mahdjoub,سي المحجوب,Si Mahdjoub,26,المدية,Médéa,2583963
951,سيدي دامد,Sidi Demed,عين بوسيف,Ain Boucif,26,المدية,Médéa,2907811
952,سيدي نعمان,Sidi Naamane,سيدي نعمان,Sidi Naamane,26,المدية,Médéa,2590284
953,سيدي الربيع,Sidi Rabie,بني سليمان,Beni Slimane,26,المدية,Médéa,2957917
954,سيدي زهار,Sidi Zahar,السواقي,Souaghi,26,المدية,Médéa,2898797
955,سيدي زيان,Sidi Ziane,السواقي,Souaghi,26,المدية,Médéa,2898796
956,السواقي,Souagui,السواقي,Souaghi,26,المدية,Médéa,2898689
957,تابلاط,Tablat,تابلاط,Tablat,26,المدية,Médéa,2957959
958,تفراوت,Tafraout,شلالة العذاورة,Chellalat El Adhaoura,26,المدية,Médéa,2897135
959,تمسقيدة,Tamesguida,المدية,Medea,26,المدية,Médéa,2562432
960,تيزي مهدي,Tizi Mahdi,وزرة,Ouzera,26,المدية,Médéa,2584701
961,ثلاث دوائر,Tletat Ed Douair,سغوان,Seghouane,26,المدية,Médéa,2908041
962,الزبيرية,Zoubiria,سغوان,Seghouane,26,المدية,Médéa,2529800
963,عشعاشة,Achaacha,عشعاشة,Achaacha,27,مستغانم,Mostaganem,6660563
964,عين بودينار,Ain-Boudinar,خير الدين,Kheir Eddine,27,مستغانم,Mostaganem,5757182
965,عين نويسي,Ain-Nouissy,عين نويسي,Ain Nouicy,27,مستغانم,Mostaganem,6660565
966,عين سيدي الشريف,Ain-Sidi Cherif,ماسرة,Mesra,27,مستغانم,Mostaganem,6660564
967,عين تادلس,Ain-Tedles,عين تادلس,Ain Tedeles,27,مستغانم,Mostaganem,5757183
968,بن عبد المالك رمضان,Benabdelmalek Ramdane,سيدي لخضر,Sidi Lakhdar,27,مستغانم,Mostaganem,6660562
969,بوقيراط,Bouguirat,بوقيراط,Bouguirat,27,مستغانم,Mostaganem,6660566
970,فرناقة,Fornaka,عين نويسي,Ain Nouicy,27,مستغانم,Mostaganem,6660568
971,حجاج,Hadjadj,سيدي لخضر,Sidi Lakhdar,27,مستغانم,Mostaganem,6660569
972,حاسي ماماش,Hassi Mameche,حاسي ماماش,Hassi Mameche,27,مستغانم,Mostaganem,5752722
973,الحسيان (بني ياحي,Hassiane,عين نويسي,Ain Nouicy,27,مستغانم,Mostaganem,6660567
974,خضرة,Khadra,عشعاشة,Achaacha,27,مستغانم,Mostaganem,6660570
975,خير الدين,Kheir-Eddine,خير الدين,Kheir Eddine,27,مستغانم,Mostaganem,5757184
976,منصورة,Mansourah,ماسرة,Mesra,27,مستغانم,Mostaganem,6660571
977,مزغران,Mazagran,حاسي ماماش,Hassi Mameche,27,مستغانم,Mostaganem,5752723
978,ماسرة,Mesra,ماسرة,Mesra,27,مستغانم,Mostaganem,6674836
979,مستغانم,Mostaganem,مستغانم,Mostaganem,27,مستغانم,Mostaganem,5752724
980,نكمارية,Nekmaria,عشعاشة,Achaacha,27,مستغانم,Mostaganem,6660572
981,وادي الخير,Oued El Kheir,عين تادلس,Ain Tedeles,27,مستغانم,Mostaganem,6660573
982,أولاد بوغالم,Ouled Boughalem,عشعاشة,Achaacha,27,مستغانم,Mostaganem,6660574
983,أولاد مع الله,Ouled-Maalah,سيدي علي,Sidi Ali,27,مستغانم,Mostaganem,6660575
984,صفصاف,Safsaf,بوقيراط,Bouguirat,27,مستغانم,Mostaganem,6660576
985,صيادة,Sayada,خير الدين,Kheir Eddine,27,مستغانم,Mostaganem,5752725
986,سيدي علي,Sidi Ali,سيدي علي,Sidi Ali,27,مستغانم,Mostaganem,6660578
987,سيدي بلعطار,Sidi Belaattar,عين تادلس,Ain Tedeles,27,مستغانم,Mostaganem,6660579
988,سيدي لخضر,Sidi-Lakhdar,سيدي لخضر,Sidi Lakhdar,27,مستغانم,Mostaganem,6660580
989,سيرات,Sirat,بوقيراط,Bouguirat,27,مستغانم,Mostaganem,6660581
990,السوافلية,Souaflia,بوقيراط,Bouguirat,27,مستغانم,Mostaganem,6660582
991,سور,Sour,عين تادلس,Ain Tedeles,27,مستغانم,Mostaganem,6660583
992,ستيدية,Stidia,حاسي ماماش,Hassi Mameche,27,مستغانم,Mostaganem,6660577
993,تزقايت,Tazgait,سيدي علي,Sidi Ali,27,مستغانم,Mostaganem,6660584
994,الطواهرية,Touahria,ماسرة,Mesra,27,مستغانم,Mostaganem,6660585
995,عين الحجل,Ain El Hadjel,عين الحجل,Ain El Hadjel,28,المسيلة,M'Sila,6547229
996,عين الملح,Ain El Melh,عين الملح,Ain El Melh,28,المسيلة,M'Sila,5544000
997,عين فارس,Ain Fares,عين الملح,Ain El Melh,28,المسيلة,M'Sila,5538988
998,عين الخضراء,Ain Khadra,مقرة,Magra,28,المسيلة,M'Sila,6547230
999,عين الريش,Ain Rich,عين الملح,Ain El Melh,28,المسيلة,M'Sila,5526120
1000,بلعايبة,Belaiba,مقرة,Magra,28,المسيلة,M'Sila,6547231
1001,بن سرور,Ben Srour,بن سرور,Ben Srour,28,المسيلة,M'Sila,5559082
1002,بني يلمان,Beni Ilmane,سيدي عيسى,Sidi Aissa,28,المسيلة,M'Sila,1078380102
1003,بن زوه,Benzouh,أولاد سيدي ابراهيم,Ouled Sidi Brahim,28,المسيلة,M'Sila,6547233
1004,برهوم,Berhoum,مقرة,Magra,28,المسيلة,M'Sila,6547234
1005,بئر فضة,Bir Foda,عين الملح,Ain El Melh,28,المسيلة,M'Sila,5514983
1006,بوسعادة,Bou Saada,بوسعادة,Bousaada,28,المسيلة,M'Sila,6821291
1007,بوطي السايح,Bouti Sayeh,سيدي عيسى,Sidi Aissa,28,المسيلة,M'Sila,6547236
1008,شلال,Chellal,شلال,Chellal,28,المسيلة,M'Sila,6547237
1009,دهاهنة,Dehahna,مقرة,Magra,28,المسيلة,M'Sila,6547238
1010,جبل مساعد,Djebel Messaad,جبل مساعد,Djebel Messaad,28,المسيلة,M'Sila,5561173
1011,الهامل,El Hamel,بوسعادة,Bousaada,28,المسيلة,M'Sila,6547239
1012,الحوامد,El Houamed,خبانة,Khoubana,28,المسيلة,M'Sila,6547240
1013,حمام الضلعة,Hammam Dalaa,حمام الضلعة,Hammam Dalaa,28,المسيلة,M'Sila,6547241
1014,خطوطي سد الجير,Khettouti Sed-El-Jir,شلال,Chellal,28,المسيلة,M'Sila,6547242
1015,خبانة,Khoubana,خبانة,Khoubana,28,المسيلة,M'Sila,6547243
1016,المعاضيد,Maadid,أولاد دراج,Ouled Derradj,28,المسيلة,M'Sila,6547247
1017,معاريف,Maarif,شلال,Chellal,28,المسيلة,M'Sila,6547248
1018,مقرة,Magra,مقرة,Magra,28,المسيلة,M'Sila,6547249
1019,مسيف,M'cif,خبانة,Khoubana,28,المسيلة,M'Sila,6547244
1020,امجدل,Medjedel,امجدل,Medjedel,28,المسيلة,M'Sila,6547250
1021,مناعة,Menaa,امجدل,Medjedel,28,المسيلة,M'Sila,6547251
1022,محمد بوضياف,Mohamed Boudiaf,بن سرور,Ben Srour,28,المسيلة,M'Sila,5539319
1023,المسيلة,M'sila,المسيلة,M'sila,28,المسيلة,M'Sila,6547246
1024,المطارفة,M'tarfa,أولاد دراج,Ouled Derradj,28,المسيلة,M'Sila,6547245
1025,ونوغة,Ouanougha,حمام الضلعة,Hammam Dalaa,28,المسيلة,M'Sila,6547252
1026,أولاد عدي لقبالة,Ouled Addi Guebala,أولاد دراج,Ouled Derradj,28,المسيلة,M'Sila,6547253
1027,أولاد دراج,Ouled Derradj,أولاد دراج,Ouled Derradj,28,المسيلة,M'Sila,6547254
1028,أولاد ماضي,Ouled Madhi,شلال,Chellal,28,المسيلة,M'Sila,6547255
1029,أولاد منصور,Ouled Mansour,حمام الضلعة,Hammam Dalaa,28,المسيلة,M'Sila,6547256
1030,أولاد سيدي ابراهيم,Ouled Sidi Brahim,أولاد سيدي ابراهيم,Ouled Sidi Brahim,28,المسيلة,M'Sila,6547257
1031,أولاد سليمان,Ouled Slimane,بن سرور,Ben Srour,28,المسيلة,M'Sila,5558595
1032,ولتام,Oulteme,بوسعادة,Bousaada,28,المسيلة,M'Sila,6547258
1033,سيدي عيسى,Sidi Aissa,سيدي عيسى,Sidi Aissa,28,المسيلة,M'Sila,2827831
1034,سيدي عامر,Sidi Ameur,سيدي عامر,Sidi Ameur,28,المسيلة,M'Sila,6547259
1035,سيدي هجرس,Sidi Hadjeres,عين الحجل,Ain El Hadjel,28,المسيلة,M'Sila,6547261
1036,سيدي امحمد,Sidi M'hamed,عين الملح,Ain El Melh,28,المسيلة,M'Sila,5528024
1037,سليم,Slim,جبل مساعد,Djebel Messaad,28,المسيلة,M'Sila,5514905
1038,السوامع,Souamaa,أولاد دراج,Ouled Derradj,28,المسيلة,M'Sila,6547262
1039,تامسة,Tamsa,سيدي عامر,Sidi Ameur,28,المسيلة,M'Sila,6547263
1040,تارمونت,Tarmount,حمام الضلعة,Hammam Dalaa,28,المسيلة,M'Sila,6547266
1041,زرزور,Zarzour,بن سرور,Ben Srour,28,المسيلة,M'Sila,5558909
1042,عين فارس,Ain Fares,عين فارس,Ain Fares,29,معسكر,Mascara,4595944
1043,عين فكان,Ain Fekan,عين فكان,Ain Fekan,29,معسكر,Mascara,5482554
1044,عين فراح,Ain Ferah,وادي الأبطال,Oued El Abtal,29,معسكر,Mascara,5347189
1045,عين أفرص,Ain Frass,عين فكان,Ain Fekan,29,معسكر,Mascara,1043938781
1046,العلايمية,Alaimia,عقاز,Oggaz,29,معسكر,Mascara,6668166
1047,عوف,Aouf,عوف,Aouf,29,معسكر,Mascara,6668167
1048,بنيان,Benian,عوف,Aouf,29,معسكر,Mascara,6668168
1049,بوهني,Bou Henni,سيق,Sig,29,معسكر,Mascara,6668169
1050,بوحنيفية,Bouhanifia,بوحنيفية,Bouhanifia,29,معسكر,Mascara,5585374
1051,الشرفاء,Chorfa,سيق,Sig,29,معسكر,Mascara,6668170
1052,البرج,El Bordj,البرج,El Bordj,29,معسكر,Mascara,6668171
1053,القعدة,El Gaada,زهانة,Zahana,29,معسكر,Mascara,6668174
1054,الغمري,El Ghomri,المحمدية,Mohammadia,29,معسكر,Mascara,6668172
1055,القطنة,El Gueitena,بوحنيفية,Bouhanifia,29,معسكر,Mascara,7154908
1056,الحشم,El Hachem,الحشم,Hachem,29,معسكر,Mascara,3295353478
1057,القرط,El Keurt,تيزي,Tizi,29,معسكر,Mascara,4652378
1058,المأمونية,El Mamounia,عين فارس,Ain Fares,29,معسكر,Mascara,1334214
1059,المنور,El Menaouer,البرج,El Bordj,29,معسكر,Mascara,6668173
1060,فراقيق,Ferraguig,المحمدية,Mohammadia,29,معسكر,Mascara,6668175
1061,فروحة,Froha,تيزي,Tizi,29,معسكر,Mascara,5488961
1062,غروس,Gharrous,عوف,Aouf,29,معسكر,Mascara,5349395
1063,غريس,Ghriss,غريس,Ghriss,29,معسكر,Mascara,5488962
1064,قرجوم,Guerdjoum,وادي التاغية,Oued Taria,29,معسكر,Mascara,5481675
1065,حسين,Hacine,بوحنيفية,Bouhanifia,29,معسكر,Mascara,6668176
1066,خلوية,Khalouia,البرج,El Bordj,29,معسكر,Mascara,6668177
1067,ماقضة,Makhda,غريس,Ghriss,29,معسكر,Mascara,1718120163
1068,ماوسة,Maoussa,غريس,Ghriss,29,معسكر,Mascara,4589684
1069,معسكر,Mascara,معسكر,Mascara,29,معسكر,Mascara,4571792
1070,المطمور,Matemore,غريس,Ghriss,29,معسكر,Mascara,5488963
1071,مقطع الدوز,Mocta-Douz,المحمدية,Mohammadia,29,معسكر,Mascara,6668179
1072,المحمدية,Mohammadia,المحمدية,Mohammadia,29,معسكر,Mascara,6668180
1073,نسمط,Nesmot,الحشم,Hachem,29,معسكر,Mascara,6668181
1074,عقاز,Oggaz,عقاز,Oggaz,29,معسكر,Mascara,6668182
1075,وادي الأبطال,Oued El Abtal,وادي الأبطال,Oued El Abtal,29,معسكر,Mascara,5347304
1076,وادي التاغية,Oued Taria,وادي التاغية,Oued Taria,29,معسكر,Mascara,6668183
1077,رأس عين عميروش,Ras El Ain Amirouche,عقاز,Oggaz,29,معسكر,Mascara,6668184
1078,سجرارة,Sedjerara,المحمدية,Mohammadia,29,معسكر,Mascara,6668185
1079,السهايلية,Sehailia,تيغنيف,Tighennif,29,معسكر,Mascara,6668186
1080,سيدي عبد الجبار,Sidi Abdeldjebar,وادي الأبطال,Oued El Abtal,29,معسكر,Mascara,6668187
1081,سيدي عبد المومن,Sidi Abdelmoumene,المحمدية,Mohammadia,29,معسكر,Mascara,6668188
1082,سيدي بوسعيد,Sidi Boussaid,غريس,Ghriss,29,معسكر,Mascara,6668189
1083,سيدي قادة,Sidi Kada,تيغنيف,Tighennif,29,معسكر,Mascara,6668190
1084,سيق,Sig,سيق,Sig,29,معسكر,Mascara,6668191
1085,تيغنيف,Tighennif,تيغنيف,Tighennif,29,معسكر,Mascara,4596004
1086,تيزي,Tizi,تيزي,Tizi,29,معسكر,Mascara,4652433
1087,زهانة,Zahana,زهانة,Zahana,29,معسكر,Mascara,6668192
1088,زلامطة,Zelamta,الحشم,Hachem,29,معسكر,Mascara,442970184
1089,عين البيضاء,Ain Beida,سيدي خويلد,Sidi Khouiled,30,ورقلة,Ouargla,4603105
1090,بن ناصر,Benaceur,الطيبات,Taibet,55,تقرت,Touggourt,6542934
1091,بلدة اعمر,Blidet Amor,تماسين,Temacine,55,تقرت,Touggourt,6542935
1092,العالية,El Alia,الحجيرة,El-Hadjira,55,تقرت,Touggourt,6542936
1093,البرمة,El Borma,البرمة,El Borma,30,ورقلة,Ouargla,6542938
1094,الحجيرة,El-Hadjira,الحجيرة,El-Hadjira,55,تقرت,Touggourt,6542937
1095,حاسي بن عبد الله,Hassi Ben Abdellah,سيدي خويلد,Sidi Khouiled,30,ورقلة,Ouargla,5129428
1096,حاسي مسعود,Hassi Messaoud,حاسي مسعود,Hassi Messaoud,30,ورقلة,Ouargla,6542939
1097,المقارين,Megarine,المقارين,Megarine,55,تقرت,Touggourt,6542940
1098,المنقر,M'naguer,الطيبات,Taibet,55,تقرت,Touggourt,6542979
1099,النزلة,Nezla,تقرت,Touggourt,55,تقرت,Touggourt,5711075
1100,انقوسة,N'goussa,انقوسة,N'goussa,30,ورقلة,Ouargla,6542941
1101,ورقلة,Ouargla,ورقلة,Ouargla,30,ورقلة,Ouargla,4601326
1102,الرويسات,Rouissat,ورقلة,Ouargla,30,ورقلة,Ouargla,4602355
1103,سيدي خويلد,Sidi Khouiled,سيدي خويلد,Sidi Khouiled,30,ورقلة,Ouargla,4603118
1104,سيدي سليمان,Sidi Slimane,المقارين,Megarine,55,تقرت,Touggourt,6542942
1105,الطيبات,Taibet,الطيبات,Taibet,55,تقرت,Touggourt,6542944
1106,تبسبست,Tebesbest,تقرت,Touggourt,55,تقرت,Touggourt,5711076
1107,تماسين,Temacine,تماسين,Temacine,55,تقرت,Touggourt,6542943
1108,تقرت,Touggourt,تقرت,Touggourt,55,تقرت,Touggourt,5711077
1109,الزاوية العابدية,Zaouia El Abidia,تقرت,Touggourt,55,تقرت,Touggourt,5711078
1110,عين البية,Ain Biya,بطيوة,Bethioua,31,وهران,Oran,4268173
1111,عين الكرمة,Ain Kerma,بوتليليس,Boutlelis,31,وهران,Oran,1614523
1112,عين الترك,Ain Turk,عين الترك,Ain Turk,31,وهران,Oran,1259773
1113,أرزيو,Arzew,أرزيو,Arzew,31,وهران,Oran,4271171
1114,بن فريحة,Ben Freha,قديل,Gdyel,31,وهران,Oran,4270796
1115,بطيوة,Bethioua,بطيوة,Bethioua,31,وهران,Oran,3170952
1116,بئر الجير,Bir El Djir,بئر الجير,Bir El Djir,31,وهران,Oran,2078699
1117,بوفاتيس,Boufatis,وادي تليلات,Oued Tlelat,31,وهران,Oran,4270795
1118,بوسفر,Bousfer,عين الترك,Ain Turk,31,وهران,Oran,4267270
1119,بوتليليس,Boutlelis,بوتليليس,Boutlelis,31,وهران,Oran,4267929
1120,العنصر,El Ancor,عين الترك,Ain Turk,31,وهران,Oran,4267290
1121,البراية,El Braya,وادي تليلات,Oued Tlelat,31,وهران,Oran,4270378
1122,الكرمة,El Kerma,السانية,Es Senia,31,وهران,Oran,4267830
1123,السانية,Es Senia,السانية,Es Senia,31,وهران,Oran,1259764
1124,قديل,Gdyel,قديل,Gdyel,31,وهران,Oran,4270862
1125,حاسي بن عقبة,Hassi Ben Okba,بئر الجير,Bir El Djir,31,وهران,Oran,4267303
1126,حاسي بونيف,Hassi Bounif,بئر الجير,Bir El Djir,31,وهران,Oran,2079112
1127,حاسي مفسوخ,Hassi Mefsoukh,قديل,Gdyel,31,وهران,Oran,4270902
1128,مرسى الحجاج,Marsat El Hadjadj,بطيوة,Bethioua,31,وهران,Oran,3170951
1129,المرسى الكبير,Mers El Kebir,عين الترك,Ain Turk,31,وهران,Oran,1259772
1130,مسرغين,Messerghin,بوتليليس,Boutlelis,31,وهران,Oran,1259561
1131,وهران,Oran,وهران,Oran,31,وهران,Oran,141429
1132,وادي تليلات,Oued Tlelat,وادي تليلات,Oued Tlelat,31,وهران,Oran,4270377
1133,سيدي بن يبقى,Sidi Ben Yebka,أرزيو,Arzew,31,وهران,Oran,4271172
1134,سيدي الشحمي,Sidi Chami,السانية,Es Senia,31,وهران,Oran,4506956466
1135,طفراوي,Tafraoui,وادي تليلات,Oued Tlelat,31,وهران,Oran,4270346
1136,عين العراك,Ain El Orak,الأبيض سيدي الشيخ,Labiodh Sidi Cheikh,32,البيض,El Bayadh,6533973
1137,اربوات,Arbaouat,الأبيض سيدي الشيخ,Labiodh Sidi Cheikh,32,البيض,El Bayadh,6533972
1138,بوعلام,Boualem,بوعلام,Boualem,32,البيض,El Bayadh,6533974
1139,بوقطب,Bougtoub,بوقطب,Bougtoub,32,البيض,El Bayadh,6533975
1140,بوسمغون,Boussemghoun,بوسمغون,Boussemghoun,32,البيض,El Bayadh,6533976
1141,بريزينة,Brezina,بريزينة,Brezina,32,البيض,El Bayadh,6533977
1142,الشقيق,Cheguig,رقاصة,Rogassa,32,البيض,El Bayadh,6533978
1143,شلالة,Chellala,شلالة,Chellala,32,البيض,El Bayadh,6533979
1144,البيض,El Bayadh,البيض,El Bayadh,32,البيض,El Bayadh,6533981
1145,الأبيض سيدي الشيخ,Labiodh Sidi Cheikh,الأبيض سيدي الشيخ,Labiodh Sidi Cheikh,32,البيض,El Bayadh,6533980
1146,البنود,El Bnoud,الأبيض سيدي الشيخ,Labiodh Sidi Cheikh,32,البيض,El Bayadh,6533987
1147,الخيثر,El Kheiter,بوقطب,Bougtoub,32,البيض,El Bayadh,6533982
1148,المحرة,El Mehara,شلالة,Chellala,32,البيض,El Bayadh,6533983
1149,الغاسول,Ghassoul,بريزينة,Brezina,32,البيض,El Bayadh,6533984
1150,الكاف الأحمر,Kef El Ahmar,رقاصة,Rogassa,32,البيض,El Bayadh,6533985
